city,pool,garage,sqft,bed,bath,price
Long Beach,yes,yes,2031,3,2,295452
Westwood,no,yes,1852,1,1,410710
Westwood,no,yes,1843,3,2,836426
Long Beach,no,yes,1821,4,3,342414
Long Beach,no,yes,1916,3,2,299713
Long Beach,no,yes,2314,4,3,682291
Westwood,no,yes,2467,1,1,585192
Westwood,no,no,2613,3,2,777993
Long Beach,no,no,2429,7,6,671059
Long Beach,no,no,1956,2,1,516214
Long Beach,no,no,1799,3,2,509498
Westwood,yes,yes,1849,4,3,290618
Long Beach,yes,no,2025,4,3,645276
Santa Monica,no,yes,2378,6,5,950085
Westwood,no,yes,1650,5,4,523153
Westwood,no,yes,2599,4,3,837595
Long Beach,no,yes,1472,1,1,390224
Santa Monica,no,yes,2045,4,3,821320
Santa Monica,yes,yes,2140,2,1,834434
Long Beach,no,no,2179,1,1,257774
Long Beach,yes,yes,2704,5,4,787046
Long Beach,no,yes,1787,1,1,315270
Westwood,no,yes,2211,4,3,501501
Long Beach,no,yes,1384,4,3,529000
Westwood,yes,yes,3014,4,3,675703
Long Beach,no,no,1956,2,1,564350
Long Beach,no,no,1914,2,1,495543
Long Beach,no,yes,1775,2,1,437484
Long Beach,no,no,1564,2,1,476930
Santa Monica,no,yes,1685,3,2,470022
Long Beach,no,yes,1581,2,1,418728
Long Beach,yes,yes,1468,1,1,171833
Santa Monica,yes,yes,1521,3,2,519448
Long Beach,no,no,3018,5,4,642922
Long Beach,no,yes,2202,2,1,413294
Long Beach,no,yes,2020,3,2,486160
Long Beach,no,yes,1775,3,2,247768
Long Beach,yes,yes,1838,3,2,512357
Long Beach,no,yes,1753,1,1,236948
Long Beach,no,yes,1769,1,1,201879
Santa Monica,no,yes,2075,3,2,595448
Long Beach,no,yes,1396,2,1,444701
Long Beach,no,no,2110,2,1,640232
Long Beach,yes,yes,1645,4,3,888403
Long Beach,yes,yes,1884,2,1,500529
Long Beach,no,yes,1996,2,1,255617
Long Beach,no,no,2047,2,1,594620
Long Beach,no,yes,2078,3,2,415167
Westwood,no,no,1459,2,1,561802
Long Beach,yes,yes,1492,1,1,408492
Long Beach,no,no,1907,2,1,651369
Westwood,no,yes,1861,2,1,581810
Long Beach,yes,yes,1797,3,2,698093
Westwood,yes,no,1990,3,2,423330
Long Beach,no,no,2331,3,2,316984
Westwood,no,yes,1432,5,4,598552
Santa Monica,yes,yes,1590,3,2,830399
Santa Monica,no,yes,2233,2,1,588494
Santa Monica,no,yes,1351,4,3,928364
Westwood,no,yes,1816,4,3,191699
Long Beach,no,yes,1803,3,2,235200
Long Beach,yes,yes,2059,5,4,309727
Westwood,no,yes,1801,3,2,465627
Long Beach,yes,no,1894,2,1,570802
Santa Monica,no,yes,1932,3,2,811518
Long Beach,no,yes,2510,1,1,656460
Long Beach,yes,yes,2217,4,3,460316
Westwood,no,no,2050,4,3,864114
Long Beach,yes,yes,960,2,1,462532
Long Beach,no,no,2273,6,5,255241
Long Beach,yes,yes,1686,3,2,631837
Long Beach,no,yes,2574,2,1,537586
Santa Monica,no,yes,2188,2,1,1037482
Santa Monica,no,yes,2877,2,1,924658
Long Beach,no,yes,2068,4,3,194161
Long Beach,yes,yes,1997,3,2,649246
Westwood,no,yes,1993,2,1,435349
Long Beach,no,no,2974,8,7,480445
Westwood,no,yes,2313,3,2,702221
Westwood,no,yes,2098,4,3,183498
Long Beach,no,yes,1967,3,2,641188
Santa Monica,no,no,2282,3,2,896000
Santa Monica,no,yes,2251,4,3,1291774
Westwood,no,no,1394,2,1,213905
Long Beach,no,yes,2389,6,5,712504
Santa Monica,no,yes,2417,9,8,579359
Long Beach,no,yes,2421,6,5,753249
Santa Monica,no,yes,2103,4,3,766078
Santa Monica,yes,yes,1549,5,4,193057
Long Beach,no,no,1725,2,1,473949
Long Beach,no,yes,1830,4,3,295812
Westwood,yes,yes,1849,4,3,290618
Long Beach,yes,no,2042,2,1,863272
Westwood,no,yes,2247,3,2,308570
Santa Monica,no,no,1935,1,1,840651
Santa Monica,yes,yes,1573,5,4,652752
Santa Monica,yes,no,1701,4,3,721455
Westwood,no,no,1256,4,3,452886
Long Beach,no,yes,2098,3,2,408561
Santa Monica,no,yes,1578,2,1,750084
Long Beach,no,yes,1970,4,3,201757
Long Beach,no,yes,1762,1,1,459623
Westwood,no,no,1798,3,2,527690
Westwood,no,yes,2358,2,1,574616
Westwood,no,no,2743,2,1,726980
Santa Monica,no,no,1791,1,1,906394
Long Beach,no,yes,2402,2,1,301356
Long Beach,no,yes,2098,2,1,254269
Westwood,yes,yes,2213,5,4,598840
Westwood,no,yes,1763,4,3,456424
Santa Monica,no,no,1488,2,1,645120
Westwood,no,yes,1711,3,2,476443
Long Beach,no,no,2334,5,4,692815
Westwood,no,yes,1937,2,1,247263
Santa Monica,yes,no,2444,5,4,765594
Long Beach,no,yes,1421,3,2,519063
Long Beach,no,yes,2337,4,3,769006
Long Beach,no,yes,2451,5,4,809228
Santa Monica,no,yes,2063,2,1,1071585
Westwood,yes,yes,2064,7,6,522693
Long Beach,no,yes,1659,1,1,423483
Long Beach,no,yes,1904,1,1,290576
Long Beach,no,no,2279,2,1,375013
Long Beach,no,no,2045,3,2,366370
Santa Monica,no,yes,2325,1,1,561103
Long Beach,yes,yes,2162,4,3,602200
Long Beach,no,no,2129,2,1,201765
Santa Monica,yes,yes,2237,3,2,755980
Santa Monica,no,yes,2474,3,2,797602
Long Beach,no,yes,1918,4,3,284299
Santa Monica,no,yes,2297,2,1,808744
Santa Monica,yes,no,2141,3,2,910221
Santa Monica,no,yes,1523,2,1,810649
Westwood,no,no,2397,2,1,622045
Long Beach,no,yes,1889,3,2,463703
Long Beach,no,yes,1830,3,2,725528
Santa Monica,no,yes,1781,2,1,812752
Long Beach,no,no,1935,3,2,779090
Westwood,no,yes,1184,2,1,632925
Santa Monica,yes,yes,2610,3,2,622561
Santa Monica,yes,no,1787,7,6,584590
Santa Monica,no,yes,1440,2,1,465067
Long Beach,no,yes,1508,2,1,246149
Santa Monica,no,no,1540,2,1,595010
Santa Monica,no,yes,1572,4,3,423355
Long Beach,yes,no,2146,2,1,385493
Santa Monica,no,yes,2315,3,2,919735
Santa Monica,no,yes,1567,1,1,821544
Long Beach,no,no,2320,3,2,634686
Long Beach,yes,yes,1605,1,1,388650
Long Beach,no,no,2045,1,1,610773
Westwood,no,yes,1733,1,1,636524
Santa Monica,no,yes,2216,3,2,970394
Long Beach,no,no,2078,3,2,523819
Santa Monica,no,yes,1605,2,1,835784
Long Beach,yes,yes,2190,5,4,610016
Westwood,no,yes,2026,3,2,689794
Long Beach,yes,no,1872,3,2,643181
Long Beach,no,yes,2464,2,1,363078
Long Beach,no,no,2180,2,1,712600
Long Beach,no,no,1594,3,2,935319
Long Beach,no,yes,1928,4,3,517067
Long Beach,no,no,2242,3,2,624773
Santa Monica,no,no,1987,3,2,721075
Westwood,yes,yes,2069,4,3,408340
Long Beach,no,yes,1707,3,2,343526
Westwood,yes,no,1095,2,1,863463
Westwood,no,yes,2247,3,2,308570
Westwood,yes,yes,2367,3,2,884507
Santa Monica,yes,yes,2437,5,4,687066
Santa Monica,no,yes,2342,3,2,608111
Westwood,no,yes,2616,2,1,673200
Long Beach,no,yes,2125,2,1,349849
Long Beach,no,yes,2625,2,1,791939
Westwood,no,yes,2250,5,4,487153
Westwood,yes,no,1806,5,4,444586
Long Beach,no,no,2381,4,3,779279
Long Beach,no,yes,1912,2,1,324814
Long Beach,no,yes,2189,2,1,745969
Santa Monica,no,no,1700,2,1,743396
Santa Monica,yes,yes,1899,1,1,1022895
Santa Monica,yes,yes,2454,4,3,868922
Santa Monica,no,yes,1816,3,2,474696
Long Beach,no,yes,1559,1,1,488812
Santa Monica,no,no,2071,2,1,898711
Santa Monica,no,yes,1604,2,1,762861
Santa Monica,no,no,1997,2,1,652624
Long Beach,no,yes,2338,4,3,676036
Westwood,yes,no,2341,4,3,650515
Westwood,yes,yes,1993,3,2,448351
Long Beach,no,yes,1762,4,3,183623
Long Beach,no,no,1351,1,1,313864
Long Beach,no,no,2444,2,1,513424
Westwood,yes,no,1993,3,2,651611
Santa Monica,no,no,1823,4,3,618961
Westwood,no,yes,2183,4,3,541630
Long Beach,no,yes,1849,4,3,791392
Long Beach,no,yes,1805,1,1,433080
Santa Monica,yes,no,2103,3,2,688399
Long Beach,no,yes,1915,3,2,392780
Westwood,no,yes,1852,1,1,410710
Santa Monica,no,yes,2739,3,2,907181
Santa Monica,no,no,2204,2,1,847723
Long Beach,no,no,1413,2,1,512740
Long Beach,yes,yes,2422,2,1,499732
Westwood,no,yes,1718,3,2,629937
Long Beach,no,yes,2093,6,5,303215
Long Beach,no,yes,2099,4,3,627483
Long Beach,no,yes,1511,2,1,256991
Long Beach,no,yes,1924,3,2,624126
Long Beach,no,yes,2288,1,1,612141
Long Beach,no,yes,1469,5,4,157187
Westwood,no,yes,1413,3,2,857467
Long Beach,yes,yes,2144,3,2,645433
Long Beach,no,no,2939,2,1,347932
Long Beach,no,yes,2455,6,5,493974
Long Beach,yes,no,2064,6,5,375049
Westwood,no,yes,1947,3,2,432193
Long Beach,no,no,1249,1,1,414994
Long Beach,no,yes,1351,1,1,142787
Santa Monica,no,yes,2188,2,1,1037482
Westwood,no,yes,1275,4,3,192238
Long Beach,yes,yes,2002,2,1,475947
Long Beach,no,yes,1707,1,1,382757
Long Beach,no,no,1679,1,1,339654
Santa Monica,no,no,2261,5,4,1027498
Westwood,no,no,1993,3,2,402587
Santa Monica,no,yes,1547,1,1,562796
Long Beach,no,yes,1365,2,1,281592
Westwood,no,yes,2144,2,1,718963
Long Beach,no,no,2103,4,3,751121
Long Beach,no,yes,1858,2,1,501063
Long Beach,no,yes,1425,1,1,596233
Long Beach,no,yes,2181,2,1,289076
Long Beach,no,no,2181,3,2,703447
Westwood,yes,no,1095,2,1,863463
Long Beach,no,yes,2799,3,2,842003
Santa Monica,no,no,1706,1,1,546257
Santa Monica,yes,no,2245,3,2,710187
Long Beach,no,yes,1920,2,1,947657
Long Beach,no,yes,1651,2,1,211536
Westwood,no,yes,1859,3,2,460230
Long Beach,no,yes,2045,1,1,432816
Westwood,yes,yes,1895,2,1,357172
Westwood,no,yes,1748,1,1,804473
Westwood,yes,no,1261,3,2,609176
Long Beach,no,no,1432,1,1,317565
Santa Monica,no,yes,2487,6,5,997596
Long Beach,no,yes,2792,3,2,1041669
Westwood,no,yes,1589,1,1,609768
Westwood,yes,yes,2466,4,3,955022
Long Beach,no,yes,2261,1,1,804424
Santa Monica,yes,yes,2102,4,3,895399
Long Beach,yes,no,2303,1,1,695902
Westwood,no,yes,1797,3,2,594202
Santa Monica,no,yes,1697,1,1,669343
Long Beach,no,no,1972,2,1,422334
Long Beach,no,yes,1707,4,3,362174
Long Beach,no,yes,1061,1,1,358614
Long Beach,yes,no,2528,1,1,614531
Long Beach,no,yes,2049,5,4,687233
Long Beach,no,yes,2239,4,3,371802
Long Beach,no,yes,1944,4,3,191496
Long Beach,no,yes,1968,2,1,223376
Santa Monica,no,yes,1506,3,2,511315
Long Beach,no,yes,2307,4,3,701915
Westwood,no,no,2220,2,1,803532
Long Beach,no,no,2616,4,3,887765
Long Beach,no,yes,1743,1,1,639525
Westwood,no,yes,1751,3,2,158851
Long Beach,no,yes,1920,4,3,616424
Long Beach,no,yes,1811,5,4,757261
Santa Monica,yes,no,1862,1,1,718160
Long Beach,yes,yes,1860,3,2,328642
Westwood,no,no,2654,3,2,738860
Long Beach,no,no,1517,1,1,786423
Long Beach,no,yes,1586,2,1,172023
Long Beach,no,no,2382,3,2,519700
Santa Monica,no,no,1797,3,2,965702
Westwood,yes,yes,1494,2,1,666801
Long Beach,yes,yes,2002,2,1,475947
Santa Monica,no,yes,1567,2,1,684428
Westwood,yes,yes,2232,2,1,566799
Long Beach,no,yes,2143,6,5,641806
Long Beach,yes,yes,2021,4,3,376528
Santa Monica,no,yes,1661,2,1,690148
Long Beach,no,yes,2105,2,1,641078
Santa Monica,no,yes,1912,5,4,783343
Westwood,no,no,2199,3,2,646181
Long Beach,yes,yes,1626,2,1,118632
Long Beach,no,yes,2185,3,2,543418
Westwood,no,yes,1787,2,1,450788
Santa Monica,no,yes,1966,3,2,721526
Santa Monica,no,no,1454,3,2,351100
Long Beach,no,yes,2500,3,2,384097
Long Beach,no,yes,2519,4,3,616693
Long Beach,no,yes,2228,1,1,183645
Westwood,no,yes,1902,5,4,333108
Long Beach,no,yes,1872,3,2,608825
Long Beach,no,no,2643,1,1,661476
Santa Monica,no,yes,1862,1,1,809731
Westwood,no,no,1648,3,2,275483
Santa Monica,no,yes,2271,10,9,705737
Long Beach,no,no,2364,3,2,788863
Westwood,no,yes,1682,2,1,515705
Westwood,no,no,1727,2,1,432667
Long Beach,no,yes,1810,1,1,504641
Westwood,no,yes,2265,6,5,768016
Long Beach,no,yes,1233,3,2,663629
Long Beach,no,yes,2086,5,4,709710
Long Beach,no,yes,1738,1,1,520055
Santa Monica,no,yes,1361,2,1,569014
Long Beach,no,yes,1493,5,4,407920
Santa Monica,no,no,2635,3,2,717343
Santa Monica,no,yes,1837,1,1,765958
Long Beach,yes,yes,1943,4,3,331911
Long Beach,no,no,1814,3,2,364322
Santa Monica,no,yes,2506,3,2,814142
Long Beach,no,no,2378,4,3,981067
Long Beach,no,yes,1647,2,1,377071
Long Beach,no,yes,1847,1,1,735339
Westwood,no,yes,1918,2,1,733669
Santa Monica,no,yes,955,2,1,425666
Long Beach,no,no,1952,4,3,454756
Long Beach,yes,no,2658,7,6,427875
Santa Monica,no,yes,1720,1,1,610634
Long Beach,yes,yes,2279,2,1,460106
Westwood,no,no,2671,4,3,864292
Santa Monica,no,no,1727,1,1,594076
Westwood,no,yes,2796,6,5,647791
Santa Monica,yes,yes,2205,2,1,1439083
Westwood,no,no,2113,4,3,300809
Westwood,no,yes,2143,5,4,697823
Westwood,no,no,2700,2,1,946440
Santa Monica,no,no,2348,2,1,1119376
Santa Monica,no,yes,2340,5,4,659360
Santa Monica,no,yes,1280,2,1,533696
Santa Monica,no,no,1612,1,1,648935
Long Beach,no,yes,2579,1,1,730496
Santa Monica,no,no,1970,3,2,766958
Long Beach,yes,yes,2409,4,3,335387
Santa Monica,no,yes,2460,7,6,704505
Long Beach,no,yes,2057,2,1,374349
Westwood,no,yes,2396,4,3,921609
Santa Monica,no,yes,2186,3,2,744155
Long Beach,yes,yes,2670,4,3,486161
Long Beach,yes,yes,1799,2,1,381485
Long Beach,yes,yes,1530,2,1,364229
Long Beach,yes,no,1731,3,2,330067
Westwood,yes,yes,2232,4,3,739077
Long Beach,no,no,2438,2,1,615181
Long Beach,no,yes,1981,4,3,332090
Long Beach,no,no,1648,3,2,404557
Santa Monica,no,no,1555,2,1,646516
Westwood,no,no,2167,4,3,760670
Long Beach,no,no,1802,4,3,368338
Long Beach,yes,no,2675,3,2,784301
Long Beach,no,yes,1903,2,1,153590
Santa Monica,no,yes,2111,2,1,685616
Long Beach,no,yes,2295,1,1,308722
Santa Monica,no,no,2180,5,4,1001621
Long Beach,no,yes,2542,5,4,814208
Long Beach,no,yes,2011,5,4,482017
Long Beach,yes,no,1767,3,2,486610
Long Beach,no,yes,2303,1,1,325283
Westwood,no,yes,2002,2,1,634155
Long Beach,no,no,2718,3,2,693940
Westwood,no,yes,1829,2,1,817414
Westwood,no,yes,2270,4,3,667739
Santa Monica,yes,yes,1728,2,1,699097
Westwood,no,yes,2081,1,1,1018612
Santa Monica,yes,yes,2041,3,2,637265
Westwood,no,yes,1773,3,2,758071
Westwood,no,no,1572,2,1,683170
Santa Monica,no,yes,1881,2,1,699117
Santa Monica,yes,yes,2437,5,4,687066
Santa Monica,no,yes,1453,2,1,123944
Santa Monica,no,yes,2131,2,1,524967
Long Beach,no,yes,1910,4,3,462338
Westwood,no,no,2600,3,2,710361
Santa Monica,no,yes,2738,6,5,932383
Long Beach,no,yes,1596,4,3,864793
Westwood,no,yes,2200,4,3,928045
Long Beach,no,yes,1910,4,3,462338
Santa Monica,no,yes,1964,3,2,633243
Santa Monica,no,yes,1758,3,2,679314
Long Beach,no,no,1241,1,1,235849
Long Beach,no,no,1920,1,1,548758
Long Beach,no,yes,2061,3,2,230795
Santa Monica,yes,yes,2322,3,2,662558
Santa Monica,no,yes,1538,3,2,701656
Long Beach,yes,yes,2111,3,2,425247
Westwood,yes,yes,2103,1,1,623541
Westwood,yes,no,1720,1,1,646522
Long Beach,yes,yes,1659,1,1,208389
Long Beach,yes,yes,1479,4,3,628180
Long Beach,no,yes,2179,2,1,265143
Long Beach,no,yes,2187,2,1,819727
Santa Monica,yes,yes,2303,2,1,1172264
Long Beach,yes,no,1593,2,1,315467
Long Beach,no,yes,2218,7,6,643741
Long Beach,no,yes,1770,3,2,206404
Long Beach,no,yes,2295,1,1,308722
Westwood,no,yes,1519,3,2,238700
Long Beach,yes,yes,1795,5,4,191905
Long Beach,yes,yes,2049,2,1,276620
Santa Monica,no,no,2071,1,1,735674
Westwood,yes,yes,1639,2,1,571607
Long Beach,no,yes,2533,4,3,464812
Santa Monica,no,yes,2167,3,2,1104561
Santa Monica,yes,no,1757,5,4,829214
Long Beach,yes,no,2499,4,3,502419
Long Beach,no,yes,2562,3,2,702452
Westwood,no,yes,1757,4,3,602739
Santa Monica,no,no,1703,4,3,730104
Long Beach,no,yes,2383,6,5,592200
Westwood,no,yes,2026,3,2,689794
Westwood,yes,yes,2227,1,1,617041
Santa Monica,no,no,1919,3,2,555847
Long Beach,no,no,1917,2,1,342913
Santa Monica,yes,no,1395,2,1,206057
Santa Monica,no,yes,1976,3,2,937361
Long Beach,yes,no,1506,2,1,543442
Long Beach,no,yes,1831,4,3,250952
Westwood,no,no,1830,2,1,574459
Westwood,no,yes,1632,5,4,551668
Santa Monica,yes,yes,1521,3,2,519448
Santa Monica,no,yes,2521,2,1,1147092
Long Beach,no,yes,1996,2,1,255617
Long Beach,yes,yes,1916,1,1,458710
Westwood,no,no,1481,3,2,558907
Westwood,no,yes,2196,3,2,853498
Santa Monica,no,no,1966,3,2,775377
Santa Monica,no,no,1701,1,1,574232
Long Beach,yes,yes,1700,2,1,742450
Santa Monica,no,yes,2473,5,4,788652
Long Beach,no,no,2599,3,2,441873
Westwood,no,yes,1750,5,4,699461
Santa Monica,yes,no,2542,2,1,962822
Long Beach,no,yes,1444,1,1,269707
Santa Monica,yes,yes,1840,2,1,479684
Long Beach,no,yes,1500,3,2,112461
Westwood,yes,yes,2178,4,3,868900
Santa Monica,no,yes,2433,2,1,1206709
Santa Monica,no,yes,2132,3,2,786781
Long Beach,no,yes,1960,4,3,515863
Long Beach,no,yes,2267,5,4,831488
Santa Monica,no,yes,2327,2,1,915602
Long Beach,no,no,2512,5,4,502865
Long Beach,yes,no,2064,6,5,375049
Long Beach,no,yes,2653,3,2,756235
Long Beach,no,yes,1429,3,2,288380
Westwood,yes,yes,2425,2,1,528024
Long Beach,yes,yes,1466,2,1,311052
Long Beach,no,no,1543,1,1,253562
Long Beach,no,yes,2428,3,2,833534
Westwood,yes,no,1261,3,2,609176
Westwood,yes,no,1845,3,2,701029
Long Beach,no,no,2363,5,4,451875
Long Beach,no,yes,2450,7,6,572998
Santa Monica,yes,yes,1858,2,1,360367
Long Beach,no,no,2097,4,3,425807
Santa Monica,no,yes,1449,6,5,416120
Long Beach,no,no,2110,2,1,640232
Westwood,yes,yes,1595,4,3,867228
Santa Monica,yes,no,1701,4,3,721455
Santa Monica,no,yes,1714,3,2,509988
Long Beach,no,yes,2094,4,3,485088
Long Beach,no,yes,1880,1,1,517378
Westwood,no,yes,2249,1,1,997078
Santa Monica,no,yes,1868,2,1,619577
Santa Monica,yes,yes,1532,3,2,367139
Santa Monica,no,yes,2005,3,2,726615
Long Beach,no,no,1941,2,1,635620
Westwood,no,no,1431,3,2,243554
Long Beach,no,yes,1414,5,4,668714
Long Beach,no,no,1717,3,2,530423
Long Beach,no,yes,1421,2,1,211176
Long Beach,no,no,1623,2,1,437275
Long Beach,no,yes,2455,2,1,547779
Santa Monica,no,no,1679,4,3,540124
Long Beach,no,no,2257,3,2,496337
Long Beach,no,yes,2279,4,3,303291
Westwood,yes,yes,2173,2,1,644904
Westwood,no,yes,1198,2,1,204449
Santa Monica,yes,no,2101,3,2,896206
Long Beach,no,no,2142,1,1,532242
Long Beach,no,yes,1903,2,1,153590
Santa Monica,no,yes,1465,2,1,892686
Long Beach,no,yes,2266,3,2,551512
Westwood,yes,no,1993,3,2,651611
Long Beach,no,no,2423,2,1,1020144
Santa Monica,no,no,2591,5,4,757919
Santa Monica,no,yes,1553,1,1,261207
Santa Monica,no,yes,1818,3,2,569971
Long Beach,no,yes,1731,1,1,425384
Santa Monica,no,yes,2463,2,1,989343
Westwood,no,yes,2247,3,2,308570
Long Beach,no,yes,1196,2,1,211608
Santa Monica,no,yes,1937,4,3,648839
Long Beach,no,yes,2358,1,1,466673
Westwood,no,yes,1765,5,4,440050
Long Beach,no,yes,1951,5,4,353123
Westwood,no,yes,1677,2,1,530638
Long Beach,no,yes,1831,4,3,611177
Westwood,no,yes,2322,4,3,518086
Long Beach,no,yes,2679,3,2,818832
Long Beach,no,yes,1493,5,4,407920
Long Beach,no,no,2372,3,2,726214
Westwood,no,yes,2313,3,2,702221
Santa Monica,no,yes,1898,2,1,642340
Long Beach,no,yes,2590,6,5,649821
Westwood,no,yes,2096,6,5,584487
Long Beach,no,no,1533,1,1,275995
Santa Monica,no,yes,1475,3,2,480369
Long Beach,yes,yes,1585,5,4,472055
Westwood,no,yes,1772,2,1,478849
Santa Monica,yes,yes,2610,3,2,622561
Long Beach,no,yes,2699,6,5,718483
Long Beach,no,yes,2261,1,1,804424
Long Beach,no,yes,2107,2,1,617618
Santa Monica,no,no,2952,8,7,1414309
Long Beach,no,no,2337,2,1,588385
Long Beach,no,yes,2089,2,1,499962
Long Beach,yes,no,1807,2,1,252769
Westwood,no,yes,1688,2,1,546160
Long Beach,no,no,1789,1,1,217492
Long Beach,no,no,2303,2,1,639921
Long Beach,no,yes,1415,1,1,197075
Santa Monica,no,yes,1989,3,2,574705
Santa Monica,yes,yes,1700,2,1,759306
Long Beach,no,yes,1559,1,1,488812
Long Beach,no,no,1254,1,1,223742
Santa Monica,no,yes,1855,3,2,585439
Westwood,yes,no,2299,4,3,964759
Santa Monica,no,yes,1789,1,1,602429
Long Beach,no,no,2164,2,1,636825
Long Beach,no,yes,2288,2,1,844174
Long Beach,no,yes,2207,2,1,313806
Long Beach,no,yes,1805,1,1,433080
Long Beach,no,no,2438,2,1,615181
Long Beach,no,yes,2032,2,1,428935
Long Beach,no,no,1671,3,2,218632
Long Beach,no,yes,2189,2,1,445492
Westwood,no,yes,2223,3,2,430554
Westwood,no,yes,2148,3,2,852225
Long Beach,no,yes,2783,2,1,726824
Westwood,no,no,1999,1,1,693172
Long Beach,no,yes,1879,2,1,344435
Long Beach,no,no,2221,3,2,561420
Santa Monica,no,yes,1529,2,1,613392
Santa Monica,no,yes,2057,3,2,748029
Santa Monica,no,yes,2184,3,2,832977
Santa Monica,no,yes,3238,2,1,993319
Long Beach,no,yes,1351,1,1,142787
Santa Monica,no,no,1738,2,1,982657
Santa Monica,yes,yes,1828,3,2,516841
Long Beach,no,no,1588,3,2,424725
Santa Monica,no,yes,2088,2,1,299039
Long Beach,no,no,2363,5,4,451875
Santa Monica,no,no,1846,1,1,1055966
Westwood,no,yes,1999,3,2,199563
Long Beach,no,yes,1882,2,1,755539
Long Beach,no,yes,2267,3,2,517200
Santa Monica,no,yes,1936,3,2,526698
Long Beach,no,yes,2028,2,1,586459
Long Beach,yes,yes,1562,4,3,442737
Long Beach,no,yes,2471,2,1,497435
Santa Monica,no,yes,1440,1,1,512714
Long Beach,no,yes,2393,5,4,919095
Long Beach,no,yes,1918,2,1,156463
Long Beach,no,yes,1507,4,3,802825
Long Beach,no,yes,1383,2,1,524992
Santa Monica,no,yes,1858,4,3,680881
Westwood,no,no,1478,1,1,731905
Westwood,no,yes,1664,2,1,400959
Westwood,no,yes,1928,7,6,683460
Long Beach,yes,yes,1916,1,1,458710
Long Beach,no,yes,2545,2,1,938609
Westwood,yes,yes,2382,1,1,768324
Long Beach,no,yes,2028,2,1,586459
Westwood,no,yes,1885,2,1,410715
Long Beach,no,yes,2248,5,4,656029
Long Beach,no,yes,2272,3,2,483728
Long Beach,no,yes,2032,2,1,428935
Santa Monica,no,no,1486,3,2,495707
Santa Monica,no,yes,2413,4,3,565771
Long Beach,yes,yes,1194,5,4,196492
Long Beach,no,yes,1808,3,2,403177
Santa Monica,no,yes,1284,1,1,349071
Long Beach,no,no,1981,2,1,666457
Santa Monica,no,yes,1953,2,1,522896
Santa Monica,no,yes,2235,3,2,705758
Santa Monica,no,yes,2301,4,3,886222
Long Beach,no,yes,2326,3,2,690046
Santa Monica,no,yes,2739,3,2,907181
Long Beach,yes,no,2842,2,1,848185
Santa Monica,no,yes,1586,4,3,319023
Santa Monica,yes,yes,2147,3,2,610251
Long Beach,no,yes,2102,2,1,649920
Long Beach,no,yes,2459,3,2,444805
Long Beach,no,yes,1734,1,1,548121
Westwood,no,yes,1616,4,3,242881
Westwood,no,no,2196,3,2,821554
Long Beach,yes,yes,1686,3,2,451918
Long Beach,no,yes,1651,2,1,211536
Santa Monica,no,yes,2413,4,3,565771
Santa Monica,no,yes,2136,2,1,817717
Westwood,no,no,2397,2,1,622045
Long Beach,yes,no,1912,5,4,317724
Long Beach,no,yes,2129,3,2,102836
Santa Monica,no,yes,2115,2,1,431523
Santa Monica,yes,yes,2654,4,3,619388
Santa Monica,yes,no,1511,1,1,650600
Long Beach,no,yes,2682,3,2,523106
Long Beach,no,no,1614,2,1,320549
Westwood,no,yes,2312,3,2,718124
Santa Monica,yes,no,2329,3,2,1075177
Long Beach,no,yes,1498,4,3,490398
Santa Monica,yes,yes,1278,3,2,371702
Long Beach,no,yes,1568,4,3,498345
Santa Monica,no,no,2809,3,2,841647
Westwood,no,yes,1896,4,3,456876
Santa Monica,no,no,2071,1,1,735674
Santa Monica,yes,yes,2462,3,2,662959
Westwood,no,yes,2076,5,4,368966
Westwood,yes,yes,2178,4,3,868900
Santa Monica,yes,yes,2410,3,2,625454
Westwood,yes,no,1722,2,1,1018176
Long Beach,no,yes,1782,7,6,594082
Long Beach,no,no,1614,2,1,184038
Long Beach,no,no,2203,9,8,613744
Long Beach,yes,no,2344,3,2,544548
Westwood,no,yes,1862,1,1,387562
Long Beach,no,yes,2042,1,1,547037
Long Beach,no,yes,2724,3,2,1104350
Westwood,no,yes,1584,3,2,554489
Westwood,no,no,2295,1,1,610149
Westwood,no,no,1818,2,1,972956
Long Beach,no,yes,2069,4,3,278545
Long Beach,no,no,1676,3,2,522451
Long Beach,no,no,1968,3,2,392826
Long Beach,no,yes,1429,1,1,380434
Long Beach,no,yes,2215,5,4,716822
Santa Monica,no,yes,2496,5,4,705079
Long Beach,no,yes,1675,2,1,321007
Long Beach,no,yes,1407,3,2,461192
Santa Monica,no,no,2414,3,2,895854
Long Beach,no,yes,1919,2,1,616698
Westwood,no,no,2257,5,4,497269
Westwood,no,no,1846,3,2,495542
Santa Monica,no,yes,2465,3,2,751496
Long Beach,yes,yes,2300,3,2,594196
Santa Monica,no,no,1366,2,1,572037
Long Beach,no,yes,1407,3,2,461192
Long Beach,no,yes,1779,1,1,491200
Santa Monica,yes,yes,1903,3,2,746764
Long Beach,no,yes,1918,3,2,521267
Long Beach,no,no,1670,4,3,191223
Westwood,no,yes,2249,1,1,997078
Westwood,no,yes,2076,5,4,368966
Long Beach,no,yes,1624,4,3,218204
Westwood,no,yes,2152,3,2,628276
Westwood,no,yes,1887,4,3,369543
Santa Monica,no,yes,1924,4,3,377554
